Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
826;5800228210;"FinanzArchiv";journal;"00152218, 16140974";0,245;Q3;21;10;43;428;28;41;0,70;42,80;0,00;0;7;Germany;Western Europe;"JCB Mohr";"1981, 2006-2023";"Finance (Q3)";"Economics, Econometrics and Finance"
827;21100821158;"HSE Economic Journal";journal;"18138691, 18138705";0,245;Q3;9;24;68;982;51;68;0,70;40,92;29,27;0;10;Russian Federation;Eastern Europe;"Publishing House of the Higher School of Economics";"2017-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
828;21101068584;"R-Economy";journal;"24120731";0,245;Q3;7;27;79;1075;75;78;0,75;39,81;62,50;0;22;Russian Federation;Eastern Europe;"Ural Federal University";"2019-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Geography, Planning and Development (Q3); Public Administration (Q3)";"Economics, Econometrics and Finance; Social Sciences"
829;21101021770;"International Journal of Management and Sustainability";journal;"23069856, 23060662";0,244;Q3;8;45;48;2459;87;48;1,16;54,64;44,17;0;24;United States;Northern America;"Conscientia Beam";"2019-2023";"Business, Management and Accounting (miscellaneous) (Q3); Economics and Econometrics (Q3); Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Environmental Science; Social Sciences"
830;19500157308;"Zeitschrift fur die gesamte Versicherungswissenschaft";journal;"00442585, 18659748";0,244;Q3;12;9;54;273;42;52;0,40;30,33;22,22;0;3;Germany;Western Europe;"Duncker und Humblot GmbH";"1979-1996, 2005-2006, 2008-2023";"Accounting (Q3); Economics and Econometrics (Q3); Finance (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
831;21101162546;"Asia-Pacific Economic History Review";journal;"2832157X";0,243;Q3;18;19;56;1049;38;51;0,58;55,21;18,18;0;5;United States;Northern America;"John Wiley and Sons Inc.";"2023";"History (Q1); Economics and Econometrics (Q3)";"Arts and Humanities; Economics, Econometrics and Finance"
832;21100920052;"International Journal of Business and Emerging Markets";journal;"17536227, 17536219";0,243;Q3;7;25;66;2063;84;66;0,93;82,52;42,31;0;5;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2019-2023";"Business and International Management (Q3); Economics and Econometrics (Q3); Marketing (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
833;21101048515;"Revista Iberoamericana de Viticultura Agroindustria y Ruralidad";journal;"07194994";0,243;Q3;6;46;114;1138;47;114;0,37;24,74;53,45;0;17;Chile;Latin America;"Institute of Advanced Studies, University of Santiago de Chile";"2019-2023";"Cultural Studies (Q1); History (Q1); Archeology (Q2); Agronomy and Crop Science (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Food Science (Q3); Horticulture (Q3)";"Agricultural and Biological Sciences; Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
834;10600153342;"Society and Economy";journal;"1588970X, 15889726";0,243;Q3;16;28;69;1611;65;65;0,87;57,54;53,19;0;15;Hungary;Eastern Europe;"Akademiai Kiado";"2007-2023";"Business and International Management (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Industrial Relations (Q3); Public Administration (Q3); Sociology and Political Science (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
835;200147129;"Cato Journal";journal;"02733072";0,242;Q3;34;0;84;0;56;83;0,56;0,00;0,00;0;0;United States;Northern America;"Cato Institute";"1985, 1996-2002, 2004-2021";"Economics, Econometrics and Finance (miscellaneous) (Q3); Geography, Planning and Development (Q3); Public Administration (Q3)";"Economics, Econometrics and Finance; Social Sciences"
836;19400158801;"Asian Academy of Management Journal of Accounting and Finance";journal;"18234992, 19858299";0,240;Q3;19;20;58;1350;78;51;0,98;67,50;41,67;0;7;Malaysia;Asiatic Region;"Universiti Sains Malaysia";"2006, 2009-2023";"Finance (Q3); Accounting (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
837;21100820654;"Chinese Journal of Comparative Law";journal;"20504802, 20504810";0,239;Q3;10;13;56;1268;36;52;0,43;97,54;28,57;0;6;United Kingdom;Western Europe;"Oxford University Press";"2013-2023";"Law (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
838;71244;"Communications - Scientific Letters of the University of Zilina";journal;"13354205, 25857878";0,239;Q3;25;78;268;2238;277;268;1,11;28,69;26,59;0;37;Slovakia;Eastern Europe;"University of Zilina";"2003-2023";"Automotive Engineering (Q3); Civil and Structural Engineering (Q3); Computer Networks and Communications (Q3); Economics and Econometrics (Q3); Electrical and Electronic Engineering (Q3); Mechanical Engineering (Q3); Transportation (Q4)";"Computer Science; Economics, Econometrics and Finance; Engineering; Social Sciences"
839;4700152413;"International Journal of Entrepreneurship and Innovation Management";journal;"17415098, 1368275X";0,239;Q3;32;18;68;1489;69;67;0,41;82,72;38,46;0;9;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2001-2023";"Business and International Management (Q3); Economics and Econometrics (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
840;19700170095;"Irish Studies in International Affairs";journal;"03321460, 20090072";0,239;Q3;10;30;128;242;57;99;0,43;8,07;48,84;1;14;Ireland;Western Europe;"Royal Irish Academy";"2009-2023";"Development (Q3); Economics and Econometrics (Q3); Political Science and International Relations (Q3)";"Economics, Econometrics and Finance; Social Sciences"
841;29554;"Journal of Bioeconomics";journal;"13876996, 15736989";0,239;Q3;30;12;32;807;67;23;2,17;67,25;40,00;0;4;United States;Northern America;"Springer";"1999-2023";"Economics and Econometrics (Q3); Geography, Planning and Development (Q3)";"Economics, Econometrics and Finance; Social Sciences"
842;19700170616;"Panoeconomicus";journal;"1452595X";0,239;Q3;21;27;90;1288;89;87;0,98;47,70;32,69;0;18;Serbia;Eastern Europe;"Savez Ekonomista Vojvodine";"2009-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
843;26181;"Trimestre Economico";journal;"00413011";0,239;Q3;15;32;124;1606;75;123;0,59;50,19;16,67;0;22;Mexico;Latin America;"Fondo de Cultura Economica";"1979, 1981, 1989, 1996-2023";"Economics and Econometrics (Q3)";"Economics, Econometrics and Finance"
844;21100894527;"Brazilian Business Review";journal;"18082386";0,238;Q3;10;45;116;2160;127;116;0,81;48,00;33,33;0;17;Brazil;Latin America;"FUCAPE Business School";"2017-2023";"Business and International Management (Q3); Economics and Econometrics (Q3); Strategy and Management (Q3); Accounting (Q4); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
845;30232;"Economic Computation and Economic Cybernetics Studies and Research";journal;"0424267X, 18423264";0,238;Q3;24;76;232;1746;281;232;1,42;22,97;46,15;0;31;Romania;Eastern Europe;"Editura Academia de studii economice";"1968-1969, 1971-1973, 1975-1989, 2008-2023";"Economics and Econometrics (Q3); Applied Mathematics (Q4); Computer Science Applications (Q4)";"Computer Science; Economics, Econometrics and Finance; Mathematics"
846;19900192318;"Gadjah Mada International Journal of Business";journal;"14111128, 23387238";0,238;Q3;16;15;45;1054;65;45;1,53;70,27;36,67;0;5;Indonesia;Asiatic Region;"Gadjah Mada University";"2010-2023";"Business and International Management (Q3); Economics and Econometrics (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
847;21101126454;"International Studies of Economics";journal;"28313224";0,238;Q3;17;53;86;1726;70;83;0,73;32,57;30,93;0;27;United States;Northern America;"John Wiley and Sons Inc.";"2022-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
848;21101042317;"Journal of Systems Science and Information";journal;"14789906, 25126660";0,237;Q3;8;42;112;1596;120;110;1,00;38,00;43,64;0;13;China;Asiatic Region;"Science China Press";"2019-2023";"Decision Sciences (miscellaneous) (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Applied Mathematics (Q4); Computer Networks and Communications (Q4); Control and Systems Engineering (Q4); Statistics and Probability (Q4)";"Computer Science; Decision Sciences; Economics, Econometrics and Finance; Engineering; Mathematics"
849;145661;"International Advances in Economic Research";journal;"10830898";0,236;Q3;32;22;100;651;98;64;1,08;29,59;28,57;1;13;United States;Northern America;"Springer Netherlands";"1995-2023";"Economics and Econometrics (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
850;21100228533;"Regional Science Inquiry";journal;"17917735, 17915961";0,236;Q3;11;13;79;614;75;77;1,07;47,23;42,31;1;10;Greece;Western Europe;"Hellenic Association of Regional Scientists";"2012-2023";"Development (Q3); Economics and Econometrics (Q3); Geography, Planning and Development (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
851;21100793212;"Sovremennaya Evropa";journal;"02017083";0,236;Q3;9;100;361;1575;80;360;0,21;15,75;42,86;0;41;Russian Federation;Eastern Europe;"Institute of Europe of Russian Academy of Sciences";"2016-2023";"Economics and Econometrics (Q3); Political Science and International Relations (Q3)";"Economics, Econometrics and Finance; Social Sciences"
852;19500157309;"Zbornik radova Ekonomskog fakulteta u Rijeci / Proceedings of Rijeka Faculty of Economics";journal;"18467520, 13318004";0,236;Q3;18;18;61;1001;68;61;0,77;55,61;40,00;0;11;Croatia;Eastern Europe;"University of Rijeka, Faculty of Economics and Business";"2008-2023";"Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
853;21101072352;"Journal of Tax Reform";journal;"24128872, 24149497";0,235;Q3;5;28;53;1246;79;53;1,66;44,50;48,98;0;26;Russian Federation;Eastern Europe;"Ural Federal University";"2019-2023";"Law (Q2); Business, Management and Accounting (miscellaneous) (Q3); Economics and Econometrics (Q3); Finance (Q3); Accounting (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
854;21101026934;"Economics and Business Review";journal;"23921641, 24500097";0,234;Q3;7;35;79;1592;88;72;1,19;45,49;27,87;0;14;Poland;Eastern Europe;"Walter de Gruyter GmbH";"2019-2023";"Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
855;5700162947;"Global Economic Review";journal;"1226508X";0,234;Q3;25;18;56;750;74;56;1,33;41,67;33,33;0;7;United Kingdom;Western Europe;"Routledge";"1996-2023";"Business and International Management (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Political Science and International Relations (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
856;6400153148;"Investigacion Economica";journal;"01851667";0,234;Q3;14;30;75;1144;54;75;0,52;38,13;17,02;0;24;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"1981, 2006-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
857;21100931377;"Journal of Ocean and Coastal Economics";journal;"23738456";0,234;Q3;5;5;21;414;17;21;0,61;82,80;26,67;0;4;United States;Northern America;"Berkeley Electronic Press";"2019-2023";"Economics and Econometrics (Q3)";"Economics, Econometrics and Finance"
858;21100927369;"Apuntes";journal;"22231757, 02521865";0,233;Q3;4;22;52;1042;27;51;0,49;47,36;47,06;0;12;Peru;Latin America;"Universidad del Pacifico Press";"2019-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3)";"Economics, Econometrics and Finance; Social Sciences"
859;8300153115;"Advances in Environmental Accounting and Management";book series;"14793598";0,232;Q3;15;0;15;0;17;15;2,00;0,00;0,00;0;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000, 2003, 2006, 2014, 2017-2020, 2022";"Economics, Econometrics and Finance (miscellaneous) (Q3); Management, Monitoring, Policy and Law (Q3); Accounting (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Environmental Science"
860;21100204121;"Agris On-line Papers in Economics and Informatics";journal;"18041930";0,232;Q3;20;40;119;1595;143;119;1,16;39,88;36,51;0;29;Czech Republic;Eastern Europe;"Faculty of Economics and Management CULS Prague";"2011-2023";"Agricultural and Biological Sciences (miscellaneous) (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Environmental Science; Social Sciences"
861;17600155208;"Journal of South Asian Development";journal;"09731741, 09731733";0,231;Q3;18;26;51;1536;50;51;1,03;59,08;32,56;0;16;India;Asiatic Region;"Sage Publications India Pvt. Ltd";"2006-2007, 2009-2023";"History (Q1); Business and International Management (Q3); Development (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
862;21100944283;"Review of Economic Analysis";journal;"19733909";0,231;Q3;5;15;78;552;52;73;0,82;36,80;20,59;0;10;Canada;Northern America;"";"2019-2023";"Economics and Econometrics (Q3)";"Economics, Econometrics and Finance"
863;21100860542;"South Asian Journal of Macroeconomics and Public Finance";journal;"22779787, 23210273";0,231;Q3;9;13;28;619;40;27;1,00;47,62;47,62;0;10;United Kingdom;Western Europe;"SAGE Publications Ltd";"2012-2023";"Economics and Econometrics (Q3); Finance (Q3)";"Economics, Econometrics and Finance"
864;18500168400;"Asian Affairs";journal;"03068374, 14771500";0,230;Q3;16;35;122;12;120;113;0,79;0,34;34,38;0;9;United Kingdom;Western Europe;"Routledge";"1979, 1995-2023";"Law (Q2); Economics and Econometrics (Q3); Geography, Planning and Development (Q3); Political Science and International Relations (Q3)";"Economics, Econometrics and Finance; Social Sciences"
865;19600162006;"International Journal of Business and Society";journal;"15116670";0,230;Q3;25;75;305;4494;371;305;1,10;59,92;39,43;0;33;Malaysia;Asiatic Region;"Universiti Malaysia Sarawak";"2009-2023";"Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
866;19700180906;"International Journal of Economic Theory";journal;"17427355, 17427363";0,230;Q3;14;33;99;1109;49;95;0,53;33,61;26,23;1;11;United States;Northern America;"Wiley-Blackwell";"2009-2023";"Economics and Econometrics (Q3)";"Economics, Econometrics and Finance"
