Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
74;21101028388;"Patterns";journal;"26663899";1,511;Q1;31;151;448;8056;2452;357;6,04;53,35;30,00;1;44;United States;Northern America;"Cell Press";"2020-2023";"Decision Sciences (miscellaneous) (Q1)";"Decision Sciences"
75;7000153205;"Journal of Environmental Informatics";journal;"17262135, 16848799";1,491;Q1;37;24;65;1379;359;65;6,60;57,46;32,04;0;14;Canada;Northern America;"International Society for Environmental Information Sciences";"2007-2023";"Computer Science Applications (Q1); Decision Sciences (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1)";"Computer Science; Decision Sciences; Environmental Science"
76;21100943534;"Transportation Research Interdisciplinary Perspectives";journal;"25901982";1,484;Q1;45;229;597;13919;4401;593;4,87;60,78;36,43;2;167;United Kingdom;Western Europe;"Elsevier Ltd";"2019-2023";"Automotive Engineering (Q1); Civil and Structural Engineering (Q1); Environmental Science (miscellaneous) (Q1); Geography, Planning and Development (Q1); Management Science and Operations Research (Q1); Transportation (Q1); Urban Studies (Q1)";"Decision Sciences; Engineering; Environmental Science; Social Sciences"
77;21100797724;"Journal of Survey Statistics and Methodology";journal;"23250992, 23250984";1,480;Q1;24;43;158;1544;402;155;1,76;35,91;36,36;10;8;United States;Northern America;"Oxford University Press";"2013-2023";"Applied Mathematics (Q1); Social Sciences (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics; Social Sciences"
78;12512;"Journal of Management in Engineering - ASCE";journal;"19435479, 0742597X";1,475;Q1;92;73;367;5324;2544;364;6,12;72,93;25,98;0;27;United States;Northern America;"American Society of Civil Engineers (ASCE)";"1985-2023";"Engineering (miscellaneous) (Q1); Industrial Relations (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Engineering"
79;21101092534;"Data Science and Management";journal;"26667649";1,432;Q1;13;24;45;1290;405;41;9,00;53,75;38,16;0;10;China;Asiatic Region;"KeAi Communications Co.";"2021-2023";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1); Management Science and Operations Research (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences"
80;12100156754;"Sport Management Review";journal;"14413523";1,429;Q1;78;51;149;3447;841;148;4,97;67,59;40,85;0;11;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1998-2023";"Business and International Management (Q1); Management Science and Operations Research (Q1); Marketing (Q1); Organizational Behavior and Human Resource Management (Q1); Sports Science (Q1); Strategy and Management (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Decision Sciences; Health Professions"
81;26398;"Electronic Journal of Probability";journal;"10836489";1,419;Q1;52;168;462;5978;584;462;1,21;35,58;16,01;0;1;United States;Northern America;"Institute of Mathematical Statistics";"1996-2023";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
82;27677;"Journal of Manufacturing Processes";journal;"15266125";1,390;Q1;94;965;2358;45866;16891;2356;6,89;47,53;23,93;0;384;Netherlands;Western Europe;"Elsevier B.V.";"1999-2023";"Industrial and Manufacturing Engineering (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Engineering"
83;15700154705;"Operations Management Research";journal;"19369743, 19369735";1,377;Q1;41;144;137;12769;1315;135;9,36;88,67;23,15;1;72;United States;Northern America;"Springer New York";"2008-2023";"Industrial and Manufacturing Engineering (Q1); Management of Technology and Innovation (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Engineering"
84;14189;"Statistica Sinica";journal;"10170405";1,368;Q1;86;118;312;3976;481;310;1,35;33,69;33,73;0;17;Taiwan;Asiatic Region;"Institute of Statistical Science";"1996-2023";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
85;5100155103;"Journal of Informetrics";journal;"18755879, 17511577";1,355;Q1;90;82;266;4671;1126;264;4,01;56,96;33,19;0;13;Netherlands;Western Europe;"Elsevier B.V.";"2007-2023";"Applied Mathematics (Q1); Computer Science Applications (Q1); Library and Information Sciences (Q1); Management Science and Operations Research (Q1); Modeling and Simulation (Q1); Statistics and Probability (Q1)";"Computer Science; Decision Sciences; Mathematics; Social Sciences"
86;11200153507;"Journal of Mixed Methods Research";journal;"15586898, 15586901";1,340;Q1;65;38;96;1818;425;71;3,51;47,84;52,75;2;6;United States;Northern America;"SAGE Publications Ltd";"2007-2023";"Education (Q1); Social Sciences (miscellaneous) (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Social Sciences"
87;20654;"Journal of Managerial Psychology";journal;"02683946";1,337;Q1;99;53;134;3162;623;127;3,70;59,66;46,58;0;11;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1986-2023";"Applied Psychology (Q1); Management Science and Operations Research (Q1); Organizational Behavior and Human Resource Management (Q1); Social Psychology (Q1)";"Business, Management and Accounting; Decision Sciences; Psychology"
88;11400153310;"International Journal of Logistics Research and Applications";journal;"13675567, 1469848X";1,322;Q1;59;131;198;10384;1633;195;7,86;79,27;33,33;3;65;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2003-2023";"Business and International Management (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Information Systems (Q1); Management Information Systems (Q1); Management of Technology and Innovation (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
89;18291;"Socio-Economic Planning Sciences";journal;"00380121";1,315;Q1;68;268;546;17429;3713;538;6,97;65,03;36,69;2;176;United Kingdom;Western Europe;"Elsevier Ltd";"1967-2023";"Economics and Econometrics (Q1); Geography, Planning and Development (Q1); Management Science and Operations Research (Q1); Statistics, Probability and Uncertainty (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
90;12277;"Management Accounting Research";journal;"10445005, 10961224";1,276;Q1;102;18;50;1442;286;49;5,00;80,11;30,43;0;3;United States;Northern America;"Academic Press";"1990-2023";"Accounting (Q1); Finance (Q1); Information Systems and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
91;25040;"INFORMS Journal on Computing";journal;"10919856, 15265528";1,264;Q1;90;75;368;3297;943;356;2,28;43,96;22,17;0;8;United States;Northern America;"INFORMS Institute for Operations Research and the Management Sciences";"1996-2001, 2003-2023";"Computer Science Applications (Q1); Information Systems (Q1); Management Science and Operations Research (Q1); Software (Q1)";"Computer Science; Decision Sciences"
92;21100886542;"Journal of Management Analytics";journal;"23270039, 23270012";1,262;Q1;32;29;85;1772;688;85;5,56;61,10;38,96;0;9;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2023";"Business, Management and Accounting (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Business, Management and Accounting; Decision Sciences; Mathematics"
93;15961;"Naval Research Logistics";journal;"15206750, 0894069X";1,260;Q1;77;63;175;2547;503;173;2,31;40,43;27,68;0;6;United States;Northern America;"John Wiley &amp; Sons Inc.";"1973-1978, 1987-2023";"Management Science and Operations Research (Q1); Modeling and Simulation (Q1); Ocean Engineering (Q1)";"Decision Sciences; Engineering; Mathematics"
94;19900192726;"Electronic Journal of Statistics";journal;"19357524";1,256;Q1;59;94;419;4143;499;418;1,04;44,07;24,89;0;5;United States;Northern America;"Institute of Mathematical Statistics";"2007-2023";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
95;19700182731;"Egyptian Informatics Journal";journal;"11108665, 20904754";1,220;Q1;50;59;132;2774;1034;132;7,97;47,02;29,52;0;10;Netherlands;Western Europe;"Elsevier B.V.";"2010-2023";"Computer Science Applications (Q1); Information Systems (Q1); Management Science and Operations Research (Q1)";"Computer Science; Decision Sciences"
96;22140;"Mathematics of Operations Research";journal;"15265471, 0364765X";1,215;Q1;92;93;268;3934;540;268;1,86;42,30;15,83;0;4;United States;Northern America;"INFORMS Institute for Operations Research and the Management Sciences";"1976-1989, 1995-2023";"Computer Science Applications (Q1); Management Science and Operations Research (Q1); Mathematics (miscellaneous) (Q1)";"Computer Science; Decision Sciences; Mathematics"
97;21101036141;"Journal of Management Science and Engineering";journal;"20962320, 25895532";1,214;Q1;20;32;86;1458;566;84;6,52;45,56;24,30;0;12;China;Asiatic Region;"KeAi Communications Co.";"2016-2023";"Business and International Management (Q1); Control and Systems Engineering (Q1); Decision Sciences (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Management Information Systems (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Engineering"
98;21078;"Journal of Sport Management";journal;"1543270X, 08884773";1,174;Q1;83;41;144;2350;552;143;3,28;57,32;36,00;0;10;United States;Northern America;"Human Kinetics Publishers Inc.";"1996-2023";"Decision Sciences (miscellaneous) (Q1); Organizational Behavior and Human Resource Management (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Business, Management and Accounting; Decision Sciences; Health Professions; Medicine"
99;21100899442;"Comparative Migration Studies";journal;"2214594X";1,168;Q1;33;32;151;1795;697;133;4,70;56,09;54,93;0;21;Switzerland;Western Europe;"SpringerOpen";"2013-2023";"Demography (Q1); Geography, Planning and Development (Q1); Law (Q1); Sociology and Political Science (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Social Sciences"
100;21101061990;"Journal of Applied Structural Equation Modeling";journal;"25904221";1,153;Q1;11;10;32;953;263;32;4,10;95,30;30,43;0;2;Malaysia;Asiatic Region;"Sarawak Research Society";"2017-2023";"Business, Management and Accounting (miscellaneous) (Q1); Management Science and Operations Research (Q1); Statistics, Probability and Uncertainty (Q1)";"Business, Management and Accounting; Decision Sciences"
101;144656;"Management Decision";journal;"00251747";1,144;Q1;126;268;459;24164;2978;443;5,39;90,16;34,99;0;106;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1967-2023";"Business, Management and Accounting (miscellaneous) (Q1); Management Science and Operations Research (Q1)";"Business, Management and Accounting; Decision Sciences"
102;29806;"International Journal of Accounting Information Systems";journal;"14670895";1,127;Q1;65;27;59;1997;405;58;5,95;73,96;24,69;0;5;United States;Northern America;"Elsevier Inc.";"2000-2023";"Accounting (Q1); Finance (Q1); Information Systems and Management (Q1); Management Information Systems (Q1)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
103;21100197952;"Journal of Rail Transport Planning and Management";journal;"22109706";1,117;Q1;33;35;93;1351;421;90;3,20;38,60;18,42;3;10;Netherlands;Western Europe;"Elsevier B.V.";"2011-2023";"Civil and Structural Engineering (Q1); Computer Science Applications (Q1); Management Science and Operations Research (Q1); Modeling and Simulation (Q1); Transportation (Q2)";"Computer Science; Decision Sciences; Engineering; Mathematics; Social Sciences"
104;18111;"Insurance: Mathematics and Economics";journal;"01676687";1,113;Q1;86;64;321;2737;720;318;2,08;42,77;29,49;1;7;Netherlands;Western Europe;"Elsevier B.V.";"1982-2023";"Economics and Econometrics (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
105;21101021638;"Stochastic Systems";journal;"19465238";1,110;Q1;8;17;46;748;87;46;1,39;44,00;13,95;0;0;United States;Northern America;"INFORMS Institute for Operations Research and the Management Sciences";"2019-2023";"Management Science and Operations Research (Q1); Modeling and Simulation (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
106;20500195043;"Research in Transportation Business and Management";journal;"22105395";1,100;Q1;52;133;321;8467;1597;311;4,71;63,66;32,12;1;84;Netherlands;Western Europe;"Elsevier B.V.";"2011-2023";"Business and International Management (Q1); Decision Sciences (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1); Tourism, Leisure and Hospitality Management (Q1); Transportation (Q2)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
107;21100862198;"EURO Journal on Transportation and Logistics";journal;"21924384, 21924376";1,085;Q1;28;21;68;885;208;62;2,60;42,14;23,21;0;5;Netherlands;Western Europe;"Elsevier B.V.";"2013-2023";"Management Science and Operations Research (Q1); Modeling and Simulation (Q1); Transportation (Q2)";"Decision Sciences; Mathematics; Social Sciences"
108;19400157006;"Judgment and Decision Making";journal;"19302975";1,062;Q1;73;32;193;1591;517;190;2,04;49,72;28,00;0;3;United States;Northern America;"Society for Judgment and Decision making";"2008-2023";"Decision Sciences (miscellaneous) (Q1); Economics and Econometrics (Q1); Applied Psychology (Q2)";"Decision Sciences; Economics, Econometrics and Finance; Psychology"
109;21100307484;"Journal of the Association for Information Science and Technology";journal;"23301643, 23301635";1,060;Q1;165;128;335;8141;1538;325;4,13;63,60;41,36;3;30;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2014-2023";"Computer Networks and Communications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Library and Information Sciences (Q1)";"Computer Science; Decision Sciences; Social Sciences"
110;19700186711;"Decision Analysis";journal;"15458504, 15458490";1,057;Q2;30;20;60;1236;135;56;2,39;61,80;40,00;0;6;United States;Northern America;"INFORMS Institute for Operations Research and the Management Sciences";"2010-2023";"Decision Sciences (miscellaneous) (Q2)";"Decision Sciences"
111;12068;"International Statistical Review";journal;"03067734, 17515823";1,048;Q1;62;31;122;1707;253;100;2,28;55,06;29,21;0;4;United States;Northern America;"John Wiley &amp; Sons Inc.";"1982, 1985, 1987, 1990, 1992-1994, 1996-2023";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
112;22236;"Journal of the Operational Research Society";journal;"01605682, 14769360";1,045;Q1;124;246;511;13398;2159;507;3,96;54,46;30,78;1;48;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1978-2023";"Management Information Systems (Q1); Management Science and Operations Research (Q1); Modeling and Simulation (Q1); Statistics, Probability and Uncertainty (Q1); Strategy and Management (Q1); Marketing (Q2)";"Business, Management and Accounting; Decision Sciences; Mathematics"
